Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL362444,,0,262.31,0,1.86,1 (table 1),CNC(=O)Oc1ccc2N(C)C3OCC[C@@]3(C)c2c1,IC50,'=',4,nM,8.4,,,UO_0000065,32.02,0.6,6.54,16.53,FALSE,CHEMBL829512,Inhibitory concentration against human plasma Butyrylcholinesterase,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL202661,,0,489.06,1,6.58,5a,Clc1cccc2nc3CCCCc3c(NCCCCCC(=O)NCCc4c[nH]c5ccccc45)c12,IC50,'=',23,nM,7.64,,,UO_0000065,15.62,0.3,1.06,10.94,FALSE,CHEMBL864029,Inhibition of human BuChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1147732,1,Scientific Literature,J. Med. Chem.,2006,
CHEMBL3277221,,0,310.53,0,4.32,Table VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL106082,,0,496.55,1,5.12,21,CN(C)Cc1oc(CSCCNc2cc(Nc3ccccc3C#N)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1,IC50,'=',1800,nM,5.75,,,UO_0000065,11.57,0.22,0.62,3.82,FALSE,CHEMBL654880,In vitro inhibition of human butryl cholinesterase.,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1125532,1,Scientific Literature,J. Med. Chem.,1992,
CHEMBL385132,,0,331.17,0,3.05,25,Brc1ccc(NCN2C(=O)C(=O)c3ccccc23)cc1,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL918630,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144473,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL222999,,0,181.58,0,1.37,4,ClN1C(=O)C(=O)c2ccccc12,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL918630,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144473,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL288482,,0,428.53,0,3.64,4,CCN(CC)CCOC(=O)C(C)(c1ccc(O)cc1)c2ccc(OC(=O)N(C)C)cc2,k3,'=',300000,min-1 M-1,,,,,,,,,FALSE,CHEMBL656094,Anticholinesterase activity and the bimolecular rate constant was determined from the inhibition of butyrylcholinesterase purified from human serum,B,BAO_0000366,cell-free format,,CHEMBL3638229,Serum,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1124523,1,Scientific Literature,J. Med. Chem.,1989,
CHEMBL2414861,,0,316.36,0,3.66,4Api,O=C(NN=C(c1ccccc1)c2ccccc2)Nc3ccncc3,Ki,'=',16820,nM,4.77,,,UO_0000065,15.09,0.27,1.11,7.19,FALSE,CHEMBL2415262,Competitive inhibition of human serum BChE using butyrylthiocholine iodide as substrate by Lineweaver-Burk plot analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2413015,1,Scientific Literature,Bioorg. Med. Chem.,2013,
CHEMBL223039,,0,216.02,0,2.13,51,Clc1ccc(Cl)c2C(=O)C(=O)Nc12,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL918630,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144473,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL223785,,0,177.16,0,0.83,44,COc1cccc2C(=O)C(=O)Nc12,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL918630,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144473,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL322343,,0,278.4,0,4.51,30,CCC1=CC2CC(C1)c3c(C2)nc4cc(C)ccc4c3N,IC50,'=',208,nM,6.68,,,UO_0000065,24,0.43,2.17,17.17,TRUE,CHEMBL654411,Inhibition of butyrylcholinesterase (BChE) activity in human serum,B,BAO_0000366,cell-free format,,CHEMBL3638229,Serum,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1132351,1,Scientific Literature,J. Med. Chem.,1999,
CHEMBL242722,,0,318.17,0,3.59,26,Fc1cc(F)c(F)c(c1)C(=O)C(=O)c2c(F)ccc(F)c2F,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL893788,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1147944,1,Scientific Literature,Bioorg. Med. Chem.,2007,
CHEMBL242067,,0,246.21,0,3.03,18,Fc1cccc(c1)C(=O)C(=O)c2cccc(F)c2,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL893788,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1147944,1,Scientific Literature,Bioorg. Med. Chem.,2007,
CHEMBL538853,,0,389.88,0,3.68,9,Cl.CN1[C@@H]2[C@@](C)(CC[N@@+]2(C)[O-])c3cc(OC(=O)Nc4ccccc4)ccc13,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135547,1,Scientific Literature,J. Med. Chem.,2002,
CHEMBL322557,,0,278.4,0,4.45,22,CC(C)C1=CC2CC(C1)c3c(C2)nc4ccccc4c3N,Ratio,,,,,,Not Determined,,,,,,FALSE,CHEMBL654419,The compound was tested for ratio of IC50 of BChE/ IC50 of AChE; Not determined,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1132351,1,Scientific Literature,J. Med. Chem.,1999,
CHEMBL556186,,0,403.91,0,3.99,11,Cl.CN1[C@@H]2[C@@](C)(CC[N@@+]2(C)[O-])c3cc(OC(=O)Nc4ccccc4C)ccc13,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL654402,Ex vivo inhibition of human plasma Butyrylcholinesterase.,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135547,1,Scientific Literature,J. Med. Chem.,2002,
CHEMBL95375,,0,442.36,0,3.19,38,CC1=CN(C2OC(COP3(=O)OCc4ccc5ccccc5c4O3)C=C2)C(=O)NC1=O,IC50,'=',250,nM,6.6,,,UO_0000065,14.92,0.29,3.41,6.07,FALSE,CHEMBL654407,Inhibitory activity towards human butyrylcholinesterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148460,1,Scientific Literature,J. Med. Chem.,2004,
CHEMBL3586197,,0,454.7,1,6.53,2,CC1(C)[C@H](O)CC[C@]2(C)[C@H]3CC[C@H]4[C@@](C)(CC[C@H]5C(C)(C)C(=O)CC[C@]45C)CC3=CC(=O)[C@@H]12,Ki,'=',4780,nM,5.32,,,UO_0000065,11.7,0.22,-1.21,9.79,FALSE,CHEMBL3588507,Inhibition of BChE (unknown origin) by Dixon plot analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3585347,1,Scientific Literature,Bioorg. Med. Chem.,2015,
CHEMBL3216205,,0,353.08,0,1.85,5b,Cl.Cl.Cl.CN(C)CCOC(=O)Nc1ccnc(Cl)c1,Ki,'=',379700,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL927542,Inhibition of butyrylcholinesterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140781,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,
CHEMBL254302,,0,420.08,0,2.64,4d,[I-].C[N+](C)(C)CCOC(=O)Nc1cc(Cl)nc(Cl)c1,Ki,'=',19500,nM,4.71,,,UO_0000065,16.07,0.36,2.07,9.2,FALSE,CHEMBL927542,Inhibition of butyrylcholinesterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140781,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,
CHEMBL192039,,0,274.23,0,1.57,32,Oc1ccc(C(=O)C(=O)c2ccc(O)cc2O)c(O)c1,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL828255,Inhibition constant against human Butyrylcholinesterase (hBuChE) using butyrylthiocholine (BuTCh) as substrate,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1143603,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL365517,,0,300.23,0,2.57,28,[O-][N+](=O)c1ccc(C(=O)C(=O)c2ccccc2)c(c1)[N+](=O)[O-],Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL828255,Inhibition constant against human Butyrylcholinesterase (hBuChE) using butyrylthiocholine (BuTCh) as substrate,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1143603,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL245055,,0,415.49,1,5.11,25,COc1cc2OC(=CC(=O)c2cc1OC)c3cccc(CN(C)Cc4ccccc4)c3,IC50,'>',0.00001,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL894086,Inhibition of human recombinant BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148720,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL242905,,0,460.49,1,5.02,8,COc1cc2OC(=O)C(=Cc2cc1OC)c3ccc(CN(C)Cc4cccc(c4)[N+](=O)[O-])cc3,IC50,'>',0.00001,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL894086,Inhibition of human recombinant BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148720,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL107892,,0,395.44,0,3.09,8,CN(C)Cc1oc(CSCCNc2cc(N)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1,IC50,'=',2400,nM,5.62,,,UO_0000065,14.21,0.28,2.53,3.99,FALSE,CHEMBL654880,In vitro inhibition of human butryl cholinesterase.,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1125532,1,Scientific Literature,J. Med. Chem.,1992,
CHEMBL238085,,0,388.35,1,5.53,10e,CN(C(=O)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)c3ccccc3,IC50,'>',50000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL900745,Inhibition of butyrylcholine esterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137574,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL391356,,0,389.24,1,5.82,10b,CN(C(=O)Oc1ccc(Oc2c(Cl)cncc2Cl)cc1)c3ccccc3,IC50,'>',50000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL900745,Inhibition of butyrylcholine esterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137574,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL174228,,0,663.05,2,9.03,11,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc2ccccc2C,IC50,'=',7413.1,nM,5.13,,,UO_0000065,7.74,0.15,-3.9,10.89,FALSE,CHEMBL655895,Inhibitory concentration against butyrylcholinesterase from human serum,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1136713,1,Scientific Literature,J. Med. Chem.,2003,
CHEMBL13426,,0,438.7,1,6.11,15,CN(C)Cc1oc(CSCCCCCCCSCc2oc(CN(C)C)cc2)cc1,IC50,'=',1900,nM,5.72,,,UO_0000065,13.04,0.27,-0.39,17.46,FALSE,CHEMBL856086,The compound was evaluated for the inhibition human of Butyrylcholinesterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1125408,1,Scientific Literature,J. Med. Chem.,1992,
CHEMBL3818086,,0,394.52,0,3.83,5b,COc1ccc(\C=C\C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1O,IC50,'=',3240,nM,5.49,,,UO_0000065,13.91,0.26,1.66,8.88,FALSE,CHEMBL3821775,Inhibition of human serum butyrylcholinesterase preincubated for 5 mins followed by addition of S-butyrylthiocholine iodide as substrate measured after 60 to 120 mins by Ellmans method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3817754,1,Scientific Literature,MedChemComm,2016,
CHEMBL1173605,,0,432.36,0,3.81,12,[Br-].CN1C2[C@@](C)(CC[N+]2(C)C)c3cc(OC(=O)Nc4ccccc4)ccc13,IC50,'=',210,nM,6.68,,,UO_0000065,18.95,0.35,2.87,16.06,FALSE,CHEMBL1176720,Inhibition of human plasma BChE pretreated for 30 mins by Ellman technique,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1177652,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL1172913,,0,446.39,0,4.12,14,[Br-].CN1C2[C@@](C)(CC[N+]2(C)C)c3cc(OC(=O)Nc4ccccc4C)ccc13,IC50,'=',140,nM,6.85,,,UO_0000065,18.7,0.35,2.73,16.49,FALSE,CHEMBL1176720,Inhibition of human plasma BChE pretreated for 30 mins by Ellman technique,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1177652,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL54577,,0,469.63,1,6.4,17,CC(C)c1ccc(NC(=O)Oc2ccc3N(C)C4N(CCc5ccccc5)CC[C@@]4(C)c3c2)cc1,IC50,'=',6,nM,8.22,,,UO_0000065,17.51,0.32,1.82,18.35,FALSE,CHEMBL1176720,Inhibition of human plasma BChE pretreated for 30 mins by Ellman technique,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1177652,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL328468,,0,375.47,0,4.17,2c,O=C1Cc2cc3onc(CCC4CCN(Cc5ccccc5)CC4)c3cc2N1,IC50,'=',3900,nM,5.41,,,UO_0000065,14.41,0.26,1.24,9.27,FALSE,CHEMBL654403,In vitro inhibition of Butyrylcholinesterase from human erythrocytes,B,BAO_0000019,assay format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1128477,1,Scientific Literature,J. Med. Chem.,1995,
CHEMBL118033,,0,276.34,0,3.59,14c,COc1ccc2c(CCc3c(N)c4ccccc4nc23)c1,IC50,,,,,,no block,,,,,,FALSE,CHEMBL651148,Activity against Butyrylcholinesterase (BChE) from human plasma at 100 uM; no block,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1130398,1,Scientific Literature,J. Med. Chem.,1997,
CHEMBL2381398,,0,327.86,1,5.08,13,CCN(CC)Cc1cccc(c1)C(=O)\C=C\c2ccc(Cl)cc2,Inhibition,,,,,,Active,,,,,,FALSE,CHEMBL2383510,Inhibition of BuChE (unknown origin) at 10 uM by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2380294,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,
CHEMBL2381383,,0,379.42,0,2.2,19,COc1ccc2C=C(C(=O)CN3CCN(CC3)c4ccccn4)C(=O)Oc2c1,Inhibition,,,,,,Active,,,,,,FALSE,CHEMBL2383510,Inhibition of BuChE (unknown origin) at 10 uM by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2380294,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,
CHEMBL94571,,0,422.33,0,1.74,5,CC1=CN(C2CC(=O)C(COP3(=O)OCc4cccc(C)c4O3)O2)C(=O)NC1=O,IC50,'>',50000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL654407,Inhibitory activity towards human butyrylcholinesterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148460,1,Scientific Literature,J. Med. Chem.,2004,
CHEMBL1783517,,0,644.89,2,8.26,36h,CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)Cc7cccc(c7)C(F)(F)F)[C@@]6(C)CC5=O,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1785399,Inhibition of recombinant human serum BChE using butyrylthiocholine iodide as substrate by spectroscopic Ellmans method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1781893,1,Scientific Literature,Eur. J. Med. Chem.,2011,
CHEMBL1812849,DIPHENYL ETHANEDIOAT,0,242.23,0,2.2,4,O=C(Oc1ccccc1)C(=O)Oc2ccccc2,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1816217,Inhibition of human butyrylcholinesterase using butyrylthiocholine as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1811796,1,Scientific Literature,Bioorg. Med. Chem.,2011,
CHEMBL3126014,,0,311.18,0,1.07,17,[Br-].O\N=C\c1nccn1CCC[n+]2ccccc2,K,'=',0.057,/min,,Non standard unit for type,,,,,,,FALSE,CHEMBL3130297,Reactivation of sarin OP-inactivated human plasma BChE assessed as reactivation rate constant using acetylthiocholine as substrate at 0.67 mM by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3124850,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3126013,,0,337.21,0,1.56,14,[I-].C[n+]1ccn(CCC(C)(C)C)c1\C=N\O,K,'=',0.078,/min,,Non standard unit for type,,,,,,,FALSE,CHEMBL3130297,Reactivation of sarin OP-inactivated human plasma BChE assessed as reactivation rate constant using acetylthiocholine as substrate at 0.67 mM by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3124850,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3126006,,0,357.24,0,0.97,TMB4,[Cl-].[Cl-].O\N=C\c1cc[n+](CCC[n+]2ccc(\C=N\O)cc2)cc1,K,'=',0.027,/min,,Non standard unit for type,,,,,,,FALSE,CHEMBL3130296,Reactivation of paraoxon OP-inactivated human plasma BChE assessed as reactivation rate constant using acetylthiocholine as substrate at 0.67 mM by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3124850,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1912063,,0,410.65,0,4.91,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1912064,,0,410.65,0,4.91,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3116294,,0,430.51,1,5.16,18,[O-][N+](=O)c1ccc2c(c1)c(OCc3ccc4ccccc4c3)nn2CCN5CCCCC5,Ki,'=',2900,nM,5.54,,,UO_0000065,12.86,0.24,0.38,7.54,FALSE,CHEMBL3119238,Mixed-type inhibition of BuChE (unknown origin) using butyrylthiocholine as substrate by Lineweaver-Burk double reciprocal plot analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112400,1,Scientific Literature,Eur. J. Med. Chem.,2014,
CHEMBL3116301,,0,464.41,1,6.02,25,Brc1ccc2c(c1)c(OCc3ccc4ccccc4c3)nn2CCN5CCCCC5,Ki,'=',79,nM,7.1,,,UO_0000065,15.29,0.32,1.08,23.45,FALSE,CHEMBL3119239,Competitive inhibition of BuChE (unknown origin) using butyrylthiocholine as substrate by Lineweaver-Burk double reciprocal plot analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112400,1,Scientific Literature,Eur. J. Med. Chem.,2014,
CHEMBL492283,,0,384.39,0,1.7,23,O=C(NCc1ccccc1)O[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)OC(=O)c4cccnc4,Activity,'=',1.9,uM,,,,UO_0000064,,,,,FALSE,CHEMBL1042758,Inhibition of BuChE in human liver microsomes assessed as dissociation constant for Michaelis complex formation by enzyme kinetic study,B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3559723,Liver,,Microsome,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156822,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL571397,,0,398.42,0,1.89,13,Nc1ccc(cc1)C(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)OC(=O)NCc4ccccc4,IC50,'=',297,nM,6.53,,,UO_0000065,16.38,0.31,4.64,5.98,FALSE,CHEMBL1040051,Inhibition of BuChE in human liver microsomes,B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3559723,Liver,,Microsome,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156822,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL571881,,0,399.4,0,2.01,7,Oc1ccc(cc1)C(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)OC(=O)NCc4ccccc4,IC50,'=',323,nM,6.49,,,UO_0000065,16.25,0.31,4.48,6.28,FALSE,CHEMBL1040051,Inhibition of BuChE in human liver microsomes,B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3559723,Liver,,Microsome,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156822,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL523005,,0,459.5,0,3.97,24,O=C(NCc1ccccc1)O[C@H]2CO[C@@H]3[C@@H](CO[C@H]23)OC(=O)c4ccc(cc4)c5ccccc5,Activity,'=',0.4,uM,,,,UO_0000064,,,,,FALSE,CHEMBL1042758,Inhibition of BuChE in human liver microsomes assessed as dissociation constant for Michaelis complex formation by enzyme kinetic study,B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3559723,Liver,,Microsome,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1156822,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL1952052,,0,223.7,0,0.44,7f,Cl.COCCC\N=C(\C=N\O)/N(C)C,Activity,,,,,,Active,,,,,,FALSE,CHEMBL1954103,Reactivation of Sp-GF-SMe-inhibited human BChE after 20 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1949498,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL3116284,,0,385.51,1,5.25,7,C(Cn1nc(OCc2cccc3ccccc23)c4ccccc14)N5CCCCC5,IC50,'=',810,nM,6.09,,,UO_0000065,15.8,0.29,0.84,20.11,FALSE,CHEMBL3119241,Inhibition of human BuChE using butyrylthiocholine as substrate by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112400,1,Scientific Literature,Eur. J. Med. Chem.,2014,
CHEMBL3116280,,0,381.52,0,4.74,3,COc1ccc(COc2nn(CCN(C(C)C)C(C)C)c3ccccc23)cc1,IC50,'=',4800,nM,5.32,,,UO_0000065,13.94,0.26,0.58,13.46,FALSE,CHEMBL3119241,Inhibition of human BuChE using butyrylthiocholine as substrate by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3112400,1,Scientific Literature,Eur. J. Med. Chem.,2014,
CHEMBL1912062,,0,452.73,1,5.91,4,CCN(CCCCCCNC(=O)CCCCC1CCSS1)Cc2ccccc2OC,IC50,'=',2490,nM,5.6,,,UO_0000065,12.38,0.26,-0.31,13.48,FALSE,CHEMBL1912248,Inhibition of human serum recombinant BChE after 20 mins using butyrylthiocholine iodide as a substrate by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909586,1,Scientific Literature,Eur. J. Med. Chem.,2011,
