"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL574974","CCC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCN=[N+]=[N-]","IC50","'='",824,"nM",6.08,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1154060","Inhibition of human recombinant BuChE by Ellman's assay","Bioorg. Med. Chem.",2009,367.88,6
"CHEMBL3338991","CN(C)CCCOc1ccc(cc1)C(=O)\C=C\c2ccccc2","IC50","'='",32290,"nM",4.49,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3352241","Inhibition of BuChE (unknown origin) using butyrylthiocholine iodide as substrate incubated for 25 mins by Ellman's method","Bioorg. Med. Chem.",2014,309.41,3.91
"CHEMBL3309944","CC1=CC(=O)Oc2cc(OCCCCCCCN3CCN(CC(=O)Nc4c5CCCCc5nc6ccccc46)CC3)ccc12","IC50","'='",99,"nM",7,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3351862","Inhibition of BuChE (unknown origin)","Bioorg. Med. Chem.",2014,596.77,6.11
"CHEMBL481872","COc1ccc(OC(=O)N2c3ccccc3Sc4ccccc24)cc1","Ki","'='",2260,"nM",5.65,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1155042","Inhibition of human serum BchE by Ellman's assay","J. Med. Chem.",2008,349.41,5.5
"CHEMBL1784957","C[C@@H](Cc1ccccc1)NC(=O)Oc2cccc(c2)[C@H](C)N(C)C","IC50","'='",7322,"nM",5.13,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1781878","Inhibition of purified human plasma BuChE preincubated for 30 mins before DTNB substrate addition by spectrophotometric assay based Ellman's method","Bioorg. Med. Chem. Lett.",2009,362.9,4.03
"CHEMBL1784958","C[C@H](Cc1ccccc1)N(C)C(=O)Oc2cccc(c2)[C@H](C)N(C)C","IC50","'='",24400,"nM",4.61,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1781878","Inhibition of purified human plasma BuChE preincubated for 30 mins before DTNB substrate addition by spectrophotometric assay based Ellman's method","Bioorg. Med. Chem. Lett.",2009,376.93,4.37
"CHEMBL1761991","C(C[n+]1cccc2ccccc12)C[n+]3cccc4ccccc34","IC50","'='",13000,"nM",4.89,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1759923","Inhibition of human plasmatic BChE by modified Ellman's method","Bioorg. Med. Chem. Lett.",2011,460.21,3.66
"CHEMBL445192","CC(C)(C)c1ccccc1OC(=O)N2c3ccccc3Sc4ccccc24","Ki","'='",120,"nM",6.92,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1155042","Inhibition of human serum BchE by Ellman's assay","J. Med. Chem.",2008,375.49,6.79
"CHEMBL2425406","O=C(NNC=C1C(=O)NC(=O)NC1=O)Nc2ccccc2","IC50","'='",38510,"nM",4.41,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2424571","Inhibition of BChE (unknown origin) using butyryl thiocholine iodide as substrate after 30 mins by Ellman's method","Med Chem Res",2013,289.25,-0.44
"CHEMBL329012","O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1","IC50","'='",7200,"nM",5.14,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1128477","In vitro inhibition of Butyrylcholinesterase from human erythrocytes","J. Med. Chem.",1995,491.54,4.17
"CHEMBL224553","CCN(CCCCCCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4ccccc4OC","IC50","'='",320,"nM",6.5,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1144481","Inhibition of human serum BuChE","Bioorg. Med. Chem.",2007,473.61,6.81
"CHEMBL225396","COc1ccc(CN(C)CCCCCCCOc2ccc3C(=O)c4ccccc4Oc3c2)cc1","IC50","'='",2110,"nM",5.68,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1144481","Inhibition of human serum BuChE","Bioorg. Med. Chem.",2007,459.59,6.42
"CHEMBL224347","CN(CCCCCCCCCCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4ccccc4","IC50","'='",120,"nM",6.92,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1144481","Inhibition of human serum BuChE","Bioorg. Med. Chem.",2007,485.67,7.97
"CHEMBL538109","CCc1ccccc1NC(=O)Oc2ccc3N(C)[C@@H]4[C@@](C)(CC[N@@+]4(C)[O-])c3c2","IC50","'='",1700,"nM",5.77,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1135547","Ex vivo inhibition of human plasma Butyrylcholinesterase.","J. Med. Chem.",2002,417.94,4.24
"CHEMBL239618","COc1ccc(cc1)C(=O)N2c3ccccc3Sc4ccccc24","Ki","'='",1500,"nM",5.82,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1149693","Inhibition of human plasma BuChE activity","Bioorg. Med. Chem.",2007,333.41,5.14
"CHEMBL239400","O=C(N1c2ccccc2Sc3ccccc13)c4ccccc4","Ki","'='",5800,"nM",5.24,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1149693","Inhibition of human plasma BuChE activity","Bioorg. Med. Chem.",2007,303.39,5.13
"CHEMBL391727","O=C(N1c2ccccc2Sc3ccccc13)C(=O)N4c5ccccc5Sc6ccccc46","Ki","'='",220,"nM",6.66,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1149693","Inhibition of human plasma BuChE activity","Bioorg. Med. Chem.",2007,452.56,6.65
"CHEMBL241558","O=C(\C=C\c1ccccc1)N2c3ccccc3Sc4ccccc24","Ki","'='",2700,"nM",5.57,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1149693","Inhibition of human plasma BuChE activity","Bioorg. Med. Chem.",2007,329.42,5.53
"CHEMBL392577","O=C(N1c2ccccc2Sc3ccccc13)c4c5ccccc5cc6ccccc46","Ki","'='",3.5,"nM",8.46,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1149693","Inhibition of human plasma BuChE activity","Bioorg. Med. Chem.",2007,403.51,7.44
"CHEMBL397101","CC(=O)Oc1ccc(cc1)C(=O)N2c3ccccc3Sc4ccccc24","Ki","'='",23000,"nM",4.64,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1149693","Inhibition of human plasma BuChE activity","Bioorg. Med. Chem.",2007,361.42,5.06
"CHEMBL3771233","O=C(CCc1ccccc1)N2c3ccccc3[Se]c4ccccc24","IC50","'='",38000,"nM",4.42,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3769338","Inhibition of human BuChE using S-butyrylthiocholine iodide as substrate preincubated for 5 mins followed by substrate addition measured after 60 to 300 sec by Ellman's method","MedChemComm",2015,378.33,NA
"CHEMBL2147633","CC1=CN([C@H]2C[C@H](O)[C@@H](COP3(=O)OCc4c(F)c(cc(c4O3)C(C)(C)C)C(C)(C)C)O2)C(=O)NC1=O","IC50","'='",23600,"nM",4.63,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2146438","Inhibition of human BChE after 30 mins by microplate reader method","J. Med. Chem.",2012,540.53,3.96
"CHEMBL1082081","CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OC(C)(C)C","IC50","'='",3000,"nM",5.52,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1154393","Inhibition of human BuChE in serum","J. Med. Chem.",2009,531.74,5.2
"CHEMBL263785","CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc2ccccc2OCCC","IC50","'='",83.18,"nM",7.08,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1136713","Inhibitory concentration against butyrylcholinesterase from human serum","J. Med. Chem.",2003,781.22,10.28
"CHEMBL609977","CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1[N+](=O)[O-])Cc2ccccc2[N+](=O)[O-]","IC50","'='",2398.83,"nM",5.62,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1136713","Inhibitory concentration against butyrylcholinesterase from human serum","J. Med. Chem.",2003,1008.87,8.51
"CHEMBL243057","CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccccc2Cl)Cc3ccccc3Cl","IC50","'='",45100,"nM",4.35,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1148814","Inhibition of human recombinant butyrylcholinesterase","J. Med. Chem.",2007,641.73,7.56
"CHEMBL440983","O=C(NCCNc1c2CCCCc2nc3ccccc13)C(=O)NCCNc4c5CCCCc5nc6ccccc46","IC50","'='",5.44,"nM",8.26,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1138347","Inhibition of human serum recombinant BChE by Ellman's method","J. Med. Chem.",2007,536.68,4.3
"CHEMBL237874","CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4[C@@H](CC[C@H](NC(=O)C(C)C)[C@@]4(C)CO)C[C@H]3C(=O)C[C@]12C","IC50","'='",1440,"nM",5.84,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1137550","Inhibition of human serum BuChE by Ellman's method","J. Med. Chem.",2007,490.73,3.54
"CHEMBL493460","CC(=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)NCc3ccccc3","IC50","'='",4100,"nM",5.39,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1140164","Inhibition of human plasma BuchE by Ellman's method","J. Med. Chem.",2008,321.33,1.01
"CHEMBL306492","C(CCCCNc1c2CCCCCc2nc3ccccc13)CCCNc4c5CCCCCc5nc6ccccc46","IC50","'='",3.8,"nM",8.42,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1135422","Concentration that causes 50% inhibition of Butyrylcholinesterase (BChE) using human serum and BW284c51","J. Med. Chem.",2002,534.79,9.19
"CHEMBL1770314","CC(C)(O)C1CC2=C(Oc3c4C=CC(C)(C)Oc4cc(O)c3C2=O)c5ccc(O)cc5O1","IC50","'='",1700,"nM",5.77,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3045386","Inhibition of BuChE (unknown origin)","Med Chem Res",2013,436.46,4.13
"CHEMBL3116286","C(Cn1nc(OCc2ccc3ccccc3c2)c4ccccc14)N5CCCCC5","IC50","'='",970,"nM",6.01,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3112400","Inhibition of human BuChE using butyrylthiocholine as substrate by Ellman's method","Eur. J. Med. Chem.",2014,385.51,5.25
"CHEMBL1594358","[O-][N+](=O)c1ccc(cc1)C2CC(=Nc3ccccc3S2)c4ccccc4","IC50","'='",60000,"nM",4.22,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3046340","Inhibition of BChE (unknown origin) using butyrylthiocholine chloride as substrate preincubated for 15 min","Med Chem Res",2012,360.44,5.95
"CHEMBL495712","N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)Nc3c4CCCCc4nc5ccccc35","Ki","'='",251,"nM",6.6,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1141710","Inhibition of human recombinant BChE","Bioorg. Med. Chem. Lett.",2008,441.54,3.22
"CHEMBL3262667","COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCCC4)cc3)c2cc1OC","IC50","'='",2270,"nM",5.64,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259766","Inhibition of BuChE in human serum using S-butyrylthiocholine iodide as substrate preincubated with enzyme for 20 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem. Lett.",2014,452.64,5.17
"CHEMBL3262669","COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCOCC4)cc3)c2cc1OC","IC50","'='",10590,"nM",4.97,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259766","Inhibition of BuChE in human serum using S-butyrylthiocholine iodide as substrate preincubated with enzyme for 20 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem. Lett.",2014,468.64,4.4
"CHEMBL510363","COc1cc2CCNC(Cc3ccc(O)cc3)c2cc1OC","IC50","'='",46770,"nM",4.33,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259766","Inhibition of BuChE in human serum using S-butyrylthiocholine iodide as substrate preincubated with enzyme for 20 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem. Lett.",2014,299.37,2.84
"CHEMBL494519","CCCNC(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+](=O)[O-]","IC50","'='",639,"nM",6.19,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1140164","Inhibition of human plasma BuchE by Ellman's method","J. Med. Chem.",2008,276.25,-0.13
"CHEMBL440497","CNC(=O)Oc1ccc2N(Cc3ccccc3)C4N(Cc5ccccc5)CC[C@]4(C)c2c1","IC50","'='",776,"nM",6.11,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1131001","Anticholinesterase activity against plasma Butyrylcholinesterase (BChE) in humans.","J. Med. Chem.",1998,427.55,4.91
"CHEMBL1669486","C(CCCC[n+]1ccc2ccccc2c1)CCC[n+]3ccc4ccccc4c3","IC50","'='",400,"nM",6.4,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1667816","Inhibition of human plasmatic BChE by Lineweaver-Burk plot analysis","Eur. J. Med. Chem.",2011,530.35,5.61
"CHEMBL470907","CCN(Cc1ccccc1)Cc2ccc(cc2)C(=O)c3ccc(OC)c(OC)c3","IC50","'='",71500,"nM",4.15,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1138541","Inhibition of human serum BChE by Ellman's method","Eur. J. Med. Chem.",2009,389.5,4.96
"CHEMBL367795","CCNC(=O)Oc1ccc2N(C)C3OCC[C@@]3(C)c2c1","IC50","'='",2,"nM",8.7,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1142685","Inhibitory concentration against human plasma Butyrylcholinesterase","J. Med. Chem.",2005,276.34,2.25
"CHEMBL106932","CN(C)Cc1oc(CSCCNc2cc(NN=C(C)C)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1","IC50","'='",8400,"nM",5.08,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1125532","In vitro inhibition of human butryl cholinesterase.","J. Med. Chem.",1992,450.52,4.31
"CHEMBL506588","CN(CCCCCCCOc1ccc(cc1)c2oc3ccccc3c2C(=O)c4cccc(C)c4)Cc5ccccc5","IC50","'='",40900,"nM",4.39,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1150277","Inhibition of human serum BuchE after 20 mins by Ellman's method","J. Med. Chem.",2008,545.72,9.1
"CHEMBL3290191","O=C1\C(=C/c2ccc(cc2)N3CCCC3)\CN(Cc4ccccc4)C/C/1=C\c5ccc(cc5)N6CCCC6","IC50","'='",56920,"nM",4.25,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3286139","Inhibition of BuChE (unknown origin) after 5 mins by Ellman's method","Eur. J. Med. Chem.",2014,503.69,6.44
"CHEMBL1669483","C(CC[n+]1ccc2ccccc2c1)CC[n+]3ccc4ccccc4c3","IC50","'='",700,"nM",6.16,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1667816","Inhibition of human plasmatic BChE by Lineweaver-Burk plot analysis","Eur. J. Med. Chem.",2011,488.27,4.44
"CHEMBL131320","CN(C)C(=O)n1nc(nc1SCC(F)(F)F)c2ccc(C)cc2","IC50","'='",460,"nM",6.34,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1148382","Inhibitory concentration against butyrylcholinesterase.","J. Med. Chem.",2004,344.36,3.44
"CHEMBL490507","COc1ccc(cc1OC)C(=O)c2ccc(CN(C)Cc3ccccc3)cc2","IC50","'='",60700,"nM",4.22,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1138541","Inhibition of human serum BChE by Ellman's method","Eur. J. Med. Chem.",2009,375.47,4.57
"CHEMBL491526","COc1ccc(cc1OC)C(=O)c2ccc(CN(C)CCN(C)C)cc2","IC50","'='",88800,"nM",4.05,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1138541","Inhibition of human serum BChE by Ellman's method","Eur. J. Med. Chem.",2009,356.47,2.93
"CHEMBL496946","N[C@@H](Cc1ccc2ccccc2c1)C(=O)NCC(=O)Nc3c4CCCCc4nc5ccccc35","Ki","'='",252,"nM",6.6,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1141710","Inhibition of human recombinant BChE","Bioorg. Med. Chem. Lett.",2008,452.56,3.89
"CHEMBL496126","CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)Nc3c4CCCCc4nc5ccccc35","Ki","'='",1764,"nM",5.75,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1141710","Inhibition of human recombinant BChE","Bioorg. Med. Chem. Lett.",2008,455.56,3.48
"CHEMBL496127","N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCC(=O)Nc3c4CCCCc4nc5ccccc35","Ki","'='",173,"nM",6.76,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1141710","Inhibition of human recombinant BChE","Bioorg. Med. Chem. Lett.",2008,455.56,3.61
"CHEMBL451304","O=C(NCCCCCNc1c2CCCCc2nc3ccccc13)[C@@H]4CCCN4CCNc5c6CCCCc6nc7ccccc57","Ki","'='",1.77,"nM",8.75,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1141710","Inhibition of human recombinant BChE","Bioorg. Med. Chem. Lett.",2008,604.84,6.82
"CHEMBL521935","C(Cc1cccc(CCNc2c3CCCCc3nc4ccccc24)n1)Nc5c6CCCCc6nc7ccccc57","Ki","'='",1.872,"nM",8.73,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1150386","Inhibition of human recombinant BuChE","J. Med. Chem.",2008,527.72,7.24
"CHEMBL54956","CN1C2N(CCc3ccccc3)CC[C@@]2(C)c4cc(OC(=O)Nc5ccccc5C)ccc14","IC50","'='",1790,"nM",5.75,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1132219","Ability to inhibit butyrylcholinesterase (BChE), freshly prepared from human plasma","J. Med. Chem.",1999,441.58,5.59
"CHEMBL129108","C(CCCCSc1c2CCCCc2nc3ccccc13)CCCNc4c5CCCCc5nc6ccccc46","Ki","'='",1.65,"nM",8.78,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1141710","Inhibition of human recombinant BChE","Bioorg. Med. Chem. Lett.",2008,523.79,9.09
"CHEMBL54864","Cc1ccccc1NC(=O)Oc2ccc3NC4NCC[C@@]4(C)c3c2","IC50","'='",396,"nM",6.4,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1132219","Ability to inhibit butyrylcholinesterase (BChE), freshly prepared from human plasma","J. Med. Chem.",1999,323.4,3.61
"CHEMBL12781","CN(C)Cc1oc(CSCc2ccc(cc2)c3ccc(CSCc4oc(CN(C)C)cc4)cc3)cc1","IC50","'='",1300,"nM",5.89,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1125408","The compound was evaluated for the inhibition human of Butyrylcholinesterase I","J. Med. Chem.",1992,520.76,7.53
"CHEMBL498536","Oc1cccc(c1)C2=Nc3ccccc3SC(C2)c4cccs4","IC50","'='",3970,"nM",5.4,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1155941","Inhibition of BchE","Bioorg. Med. Chem.",2008,337.47,5.81
"CHEMBL508510","Oc1cccc(c1)C2CC(=Nc3ccccc3S2)c4cccc(O)c4","IC50","'='",4700,"nM",5.33,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1155941","Inhibition of BchE","Bioorg. Med. Chem.",2008,347.44,5.46
"CHEMBL1294","COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1","IC50","'='",1230,"nM",5.91,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2163249","Inhibition of human BChE by Ellman's method","Bioorg. Med. Chem.",2012,324.42,3.17
"CHEMBL327134","CC[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1\C(=C/OC)\C(=O)OC","IC50","'='",1970,"nM",5.71,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2163249","Inhibition of human BChE by Ellman's method","Bioorg. Med. Chem.",2012,368.48,3.82
"CHEMBL2163791","O[C@H]1CCN2Cc3ccccc3N=C12","IC50","'='",3130,"nM",5.5,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2163249","Inhibition of human BChE by Ellman's method","Bioorg. Med. Chem.",2012,188.23,1.3
"CHEMBL501587","CC(=O)N(CCCCNc1c2CCCCc2nc3ccccc13)CCCSc4c5CCCCc5nc6ccccc46","Ki","'='",0.27,"nM",9.57,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1150386","Inhibition of human recombinant BuChE","J. Med. Chem.",2008,566.82,7.76
"CHEMBL1256415","COc1ccc2nc3CCCCc3c(N)c2c1","IC50","'='",17560,"nM",4.75,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3632576","Inhibition of human plasmatic BChE using butyrylthiocholine as substrate preincubated for 5 mins followed by substrate addition measured every 2 mins by Ellman's method","J. Med. Chem.",2015,228.29,2.7
"CHEMBL3335029","O=C1Oc2cc(OCCN3CCN(Cc4ccccc4)CC3)ccc2C5=C1CCCC5","IC50","'='",32000,"nM",4.5,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3351711","Inhibition of human recombinant BuChE using butyrylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method","Bioorg. Med. Chem.",2014,418.54,3.87
"CHEMBL3335053","COc1cccc(CC2CCN(CCCCOc3ccc4C5=C(CCCC5)C(=O)Oc4c3)CC2)c1","IC50","'='",27800,"nM",4.56,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3351711","Inhibition of human recombinant BuChE using butyrylthiocholine iodide substrate incubated for 15 mins by spectrophotometry based Ellman's method","Bioorg. Med. Chem.",2014,475.63,5.79
"CHEMBL490060","CCN(CCCCNc1c2CCCCc2nc3ccccc13)CCCNc4c5CCCCc5nc6ccccc46","Ki","'='",0.435,"nM",9.36,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1150386","Inhibition of human recombinant BuChE","J. Med. Chem.",2008,535.78,7.56
"CHEMBL3338963","Clc1ccc(cc1Cl)C2=Nn3c(SC2)nnc3c4cccnc4","IC50","'='",64800,"nM",4.19,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3352388","Inhibition of human BChE by Ellman's method","Bioorg. Med. Chem.",2014,362.25,4.01
"CHEMBL3931599","Oc1cccc2ccc(CN(CC#C)CC3CCN(Cc4ccccc4)CC3)nc12","IC50","'='",64,"nM",7.19,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3861952","Inhibition of human recombinant BuChE expressed in HEK293 cells using S-butyrylthiocholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman's method","Eur J Med Chem",2016,399.54,4.29
"CHEMBL3901082","Oc1cccc2ccc(CN(CC#C)C(C#N)C3CCN(Cc4ccccc4)CC3)nc12","IC50","'='",30,"nM",7.52,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3861952","Inhibition of human recombinant BuChE expressed in HEK293 cells using S-butyrylthiocholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman's method","Eur J Med Chem",2016,424.55,4.18
"CHEMBL3216429","Clc1ccc(cc1)c2nc3ccc(cc3c4OCCCc24)C(=O)NCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57","IC50","'='",1074,"nM",5.97,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1152433","Inhibition of human serum BChE by Ellman's method","J. Med. Chem.",2009,799.5,9.36
"CHEMBL3215816","Cc1ccc2ccc(CNCCCCCCCCNc3c4CCCCc4nc5ccccc35)c(O)c2n1","IC50","'='",6.5,"nM",8.19,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1177734","Inhibition of human serum BChE by Ellman's reaction","J. Med. Chem.",2010,569.62,7.22
"CHEMBL445695","[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)NCc3ccccc3","IC50","'='",3.6,"nM",8.44,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1140164","Inhibition of human plasma BuchE after 60 mins by carbamylation assay","J. Med. Chem.",2008,324.29,0.66
"CHEMBL343365","C[C@@H]([C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](NC(=O)c5ccccc5)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C)N(C)C","IC50","'='",28900,"nM",4.54,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1145898","In vitro anticholinesterase activity against butyrylcholinesterase from torpedo californica","J. Med. Chem.",2003,466.71,5.36
"CHEMBL2381400","CCN(CC)Cc1cccc(c1)C(=O)\C=C\c2ccc(cc2)c3ccccc3","IC50","'='",8270,"nM",5.08,"CHEMBL1914","Butyrylcholinesterase","CHEMBL2380294","Inhibition of BuChE (unknown origin) by Ellman method","Bioorg. Med. Chem. Lett.",2013,369.51,6.09
"CHEMBL3262666","COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCCCC4)cc3)c2cc1OC","IC50","'='",3250,"nM",5.49,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259766","Inhibition of BuChE in human serum using S-butyrylthiocholine iodide as substrate preincubated with enzyme for 20 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem. Lett.",2014,466.67,5.56
"CHEMBL3262672","COc1cc2CCNC(Cc3ccc(OCCCCCCN4CCN(Cc5ccccc5)CC4)cc3)c2cc1OC","IC50","'='",21710,"nM",4.66,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3259766","Inhibition of BuChE in human serum using S-butyrylthiocholine iodide as substrate preincubated with enzyme for 20 mins followed by substrate addition by Ellman's method","Bioorg. Med. Chem. Lett.",2014,557.78,5.89
"CHEMBL1257996","CCCNc1c2CCCCc2nc3ccc(OC)cc13","IC50","'='",70000,"nM",4.16,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1255181","Inhibition of human plasmatic BChE after 5 mins","Bioorg. Med. Chem. Lett.",2010,306.84,3.94
"CHEMBL1257887","CCCCNc1c2CCCCc2nc3ccc(OC)cc13","IC50","'='",64000,"nM",4.19,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1255181","Inhibition of human plasmatic BChE after 5 mins","Bioorg. Med. Chem. Lett.",2010,320.86,4.33
"CHEMBL3586577","CC1=C(C)c2ccc(OCCCCCNCc3ccccc3)cc2OC1=O","IC50","'='",950,"nM",6.02,"CHEMBL1914","Butyrylcholinesterase","CHEMBL3585305","Inhibition of human serum BuChE by spectrophotometric Ellman's method","J. Med. Chem.",2015,401.93,4.75
"CHEMBL1173624","CC(C)c1ccc(NC(=O)Oc2ccc3N(C)C4[C@@](C)(CC[N+]4(C)C)c3c2)cc1","IC50","'='",43,"nM",7.37,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1177652","Inhibition of human plasma BChE pretreated for 30 mins by Ellman technique","Bioorg. Med. Chem.",2010,474.44,4.93
"CHEMBL335033","CSc1nc(nn1C(=O)N(C)C)c2ccc3ccccc3c2","IC50","'='",130,"nM",6.89,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1148382","Inhibitory concentration against butyrylcholinesterase.","J. Med. Chem.",2004,312.4,3.35
"CHEMBL188274","CNC(=O)Oc1cccc(c1)C(C)N(C)C","IC50","'='",406,"nM",6.39,"CHEMBL1914","Butyrylcholinesterase","CHEMBL1137822","Inhibitory concentration against human serum butyrylcholinesterase activity","J. Med. Chem.",2004,258.75,2.03
