"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL345847","CN1CCC(CCN2C(=O)c3ccccc3C2=O)CC1","IC50","'='",0.9,"nM",9.05,"CHEMBL220","Acetylcholinesterase","CHEMBL1126158","Inhibition of acetylcholinesterase activity","J. Med. Chem.",1992,272.35,2.01
"CHEMBL330004","Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1","IC50","'='",50,"nM",7.3,"CHEMBL220","Acetylcholinesterase","CHEMBL1129655","Inhibition against Acetylcholinesterase (AChE)","J. Med. Chem.",1996,399.33,5.44
"CHEMBL158174","CC1CCN(Cc2ccccc2C)CC1","IC50","'='",10,"nM",8,"CHEMBL220","Acetylcholinesterase","CHEMBL1126158","Inhibition of acetylcholinesterase activity","J. Med. Chem.",1992,203.33,3.23
"CHEMBL2019052","Oc1cc2OC(=CC(=O)c2cc1O)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35","IC50","'='",6.5,"nM",8.19,"CHEMBL220","Acetylcholinesterase","CHEMBL2016543","Inhibition of human erythrocytes AChE by Ellman's method","J. Med. Chem.",2012,594.15,6.59
"CHEMBL1834074","C1CCC(CC1)N2CCN(CC2)c3nccc(NC(c4ccccc4)c5ccccc5)n3","IC50","'='",10000,"nM",5,"CHEMBL220","Acetylcholinesterase","CHEMBL1833829","Inhibition of human AChE by Ellman's assay","Bioorg. Med. Chem. Lett.",2011,427.6,5.13
"CHEMBL241974","CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2cccnc2)Cc3cccnc3","IC50","'='",133,"nM",6.88,"CHEMBL220","Acetylcholinesterase","CHEMBL1148814","Inhibition of human recombinant acetylcholinesterase","J. Med. Chem.",2007,574.81,5.04
"CHEMBL1834063","C(Nc1ccnc(n1)N2CCN(CC2)C3CCCCC3)c4cccc5ccccc45","IC50","'='",8000,"nM",5.1,"CHEMBL220","Acetylcholinesterase","CHEMBL1833829","Inhibition of human AChE by Ellman's assay","Bioorg. Med. Chem. Lett.",2011,401.56,4.7
"CHEMBL418714","CN(C)Cc1oc(CSCCCCCCCCSCc2oc(CN(C)C)cc2)cc1","IC50","'='",470,"nM",6.33,"CHEMBL220","Acetylcholinesterase","CHEMBL1125408","The compound was evaluated for the inhibition of human Acetylcholinesterase","J. Med. Chem.",1992,452.73,6.5
"CHEMBL12324","CNC(=O)Oc1ccc2[C@@H]3[C@@H](CC[N+]3(C)C)COc2c1","IC50","'='",1819.7,"nM",5.74,"CHEMBL220","Acetylcholinesterase","CHEMBL1134461","Inhibitory activity against acetylcholinesterase in human erythrocytes","J. Med. Chem.",2001,277.34,1.93
"CHEMBL543218","CCCNC(=O)Oc1ccc2CCC(NCC#C)c2c1","IC50","'='",2380,"nM",5.62,"CHEMBL220","Acetylcholinesterase","CHEMBL1135657","In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 1.85-3.26","J. Med. Chem.",2002,308.81,2.4
"CHEMBL3289924","CCOC(OCC)c1ccc(\C=C\2/CCC\C(=C/c3ccc(cc3)C(OCC)OCC)\C2=O)cc1","IC50","'='",12430,"nM",4.91,"CHEMBL220","Acetylcholinesterase","CHEMBL3286139","Inhibition of AChE (unknown origin) after 5 mins by Ellman's method","Eur. J. Med. Chem.",2014,478.63,7.05
"CHEMBL3289925","CCOC(OCC)c1ccc(\C=C\2/COC\C(=C/c3ccc(cc3)C(OCC)OCC)\C2=O)cc1","IC50","'='",41220,"nM",4.38,"CHEMBL220","Acetylcholinesterase","CHEMBL3286139","Inhibition of AChE (unknown origin) after 5 mins by Ellman's method","Eur. J. Med. Chem.",2014,480.6,5.9
"CHEMBL25629","C[C@@]1(CO)[C@@H](O)CC[C@@]2(C)C1C[C@H](O)[C@@]3(C)OC4=C(C(=O)OC(=C4)c5cccnc5)C(=O)C23","IC50","'='",35000,"nM",4.46,"CHEMBL220","Acetylcholinesterase","CHEMBL1133041","Inhibitory activity against Acetylcholinesterase","Bioorg. Med. Chem. Lett.",2000,455.51,2.19
"CHEMBL3407587","OCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1","IC50","'='",13600,"nM",4.87,"CHEMBL220","Acetylcholinesterase","CHEMBL3407435","Inhibition of recombinant human AChE expressed in HEK293 cells preincubated for 15 mins","J. Med. Chem.",2014,378.52,4.73
"CHEMBL543220","CCCNC(=O)Oc1ccc2CCC(N)c2c1","IC50","'='",1480,"nM",5.83,"CHEMBL220","Acetylcholinesterase","CHEMBL1135657","In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 1.27-1.80","J. Med. Chem.",2002,270.76,2.13
"CHEMBL158946","C\N=C/1\CCc2c1n(C)c3ccc(OC(=O)N(C)C)c(Br)c23","IC50","'='",60,"nM",7.22,"CHEMBL220","Acetylcholinesterase","CHEMBL1151505","Inhibition of acetylcholinesterase.","Bioorg. Med. Chem. Lett.",1996,364.24,3.37
"CHEMBL293842","COc1ccc2Cc3c(N)c4ccccc4nc3c2c1","IC50","'='",4265.8,"nM",5.37,"CHEMBL220","Acetylcholinesterase","CHEMBL1133184","Experimental pIC50 values for the inhibition of acetylcholinesterase","J. Med. Chem.",2000,262.31,3.4
"CHEMBL58122","Nc1c2Cc3ccccc3c2nc4cc(ccc14)[N+](=O)[O-]","IC50","'='",67608.3,"nM",4.17,"CHEMBL220","Acetylcholinesterase","CHEMBL1133184","Experimental pIC50 values for the inhibition of acetylcholinesterase","J. Med. Chem.",2000,277.28,3.3
"CHEMBL554453","CN(C)C(=O)Oc1ccc2CCC(NCC#C)c2c1","IC50","'='",2900,"nM",5.54,"CHEMBL220","Acetylcholinesterase","CHEMBL1135657","In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 1.64-7.91","J. Med. Chem.",2002,294.78,1.96
"CHEMBL147524","CN(C)C(=O)Oc1cccc(CCN)c1","IC50","'='",230,"nM",6.64,"CHEMBL220","Acetylcholinesterase","CHEMBL1135657","In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 0.18-0.44","J. Med. Chem.",2002,208.26,1.25
"CHEMBL83005","COc1cc2cc(sc2cc1OC)C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3","IC50","'='",90,"nM",7.05,"CHEMBL220","Acetylcholinesterase","CHEMBL1135325","Concentration required for the inhibition of acetylcholinesterase","Bioorg. Med. Chem. Lett.",2002,520.49,4.66
"CHEMBL2047230","COc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1OC","IC50","'='",9900,"nM",5,"CHEMBL220","Acetylcholinesterase","CHEMBL2046278","Inhibition of human AChE using acetylthiocholine iodide as substrate after 5 mins by DTNB method","Bioorg. Med. Chem. Lett.",2012,433.56,4.18
"CHEMBL2047229","COc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1","IC50","'='",9400,"nM",5.03,"CHEMBL220","Acetylcholinesterase","CHEMBL2046278","Inhibition of human AChE using acetylthiocholine iodide as substrate after 5 mins by DTNB method","Bioorg. Med. Chem. Lett.",2012,403.53,4.17
"CHEMBL2047226","Brc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1","IC50","'='",9900,"nM",5,"CHEMBL220","Acetylcholinesterase","CHEMBL2046278","Inhibition of human AChE using acetylthiocholine iodide as substrate after 5 mins by DTNB method","Bioorg. Med. Chem. Lett.",2012,452.4,4.93
"CHEMBL2047224","Clc1cccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)c1","IC50","'='",7700,"nM",5.11,"CHEMBL220","Acetylcholinesterase","CHEMBL2046278","Inhibition of human AChE using acetylthiocholine iodide as substrate after 5 mins by DTNB method","Bioorg. Med. Chem. Lett.",2012,407.95,4.82
"CHEMBL3122145","CCOC(=O)c1ccc2nc(c3CCCN(Cc4ccccc4)c3c2c1)c5cccnc5","IC50","'='",1060,"nM",5.97,"CHEMBL220","Acetylcholinesterase","CHEMBL3120164","Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method","Eur. J. Med. Chem.",2014,423.52,5.43
"CHEMBL105742","C(CCCC[n+]1ccccc1)CCCC[n+]2ccccc2","IC50","'='",2000,"nM",5.7,"CHEMBL220","Acetylcholinesterase","CHEMBL1154957","Inhibition of human erythrocyte AChE after 5 mins by Ellman's method","Bioorg. Med. Chem. Lett.",2010,444.25,3.69
"CHEMBL343237","CC1CCN(CCc2ccccc2)CC1","IC50","'='",180,"nM",6.75,"CHEMBL220","Acetylcholinesterase","CHEMBL1126158","Inhibition of acetylcholinesterase activity","J. Med. Chem.",1992,203.33,2.96
"CHEMBL394865","CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2cccc(OC)c2)Cc3cccc(OC)c3","IC50","'='",13.8,"nM",7.86,"CHEMBL220","Acetylcholinesterase","CHEMBL1148814","Inhibition of human recombinant acetylcholinesterase","J. Med. Chem.",2007,632.89,6.27
"CHEMBL243273","CCN(CCCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC","IC50","'='",7.79,"nM",8.11,"CHEMBL220","Acetylcholinesterase","CHEMBL1148814","Inhibition of human recombinant acetylcholinesterase","J. Med. Chem.",2007,660.94,7.05
"CHEMBL154433","N#CC(=C1NCCN1CCNCc2oc(CN3CCOCC3)cc2)C#N","IC50","'='",11000,"nM",4.96,"CHEMBL220","Acetylcholinesterase","CHEMBL1126972","Inhibition of guinea pig acetylcholinesterase","J. Med. Chem.",1993,356.43,0.37
"CHEMBL263322","CN1CCC(CCCC2Cc3ccccc3C2=O)CC1","IC50","'='",1.5,"nM",8.82,"CHEMBL220","Acetylcholinesterase","CHEMBL1126158","Inhibition of acetylcholinesterase activity","J. Med. Chem.",1992,271.4,3.55
"CHEMBL1642981","CC(C)(C)c1cc[n+](COC[n+]2ccc(cc2)C(C)(C)C)cc1","IC50","'='",12000,"nM",4.92,"CHEMBL220","Acetylcholinesterase","CHEMBL1641598","Inhibition of human recombinant AChE","Bioorg. Med. Chem. Lett.",2011,385.38,3.49
"CHEMBL1642972","CC(C)(C)c1cc[n+](CCC[n+]2ccc(cc2)C(C)(C)C)cc1","IC50","'='",14000,"nM",4.85,"CHEMBL220","Acetylcholinesterase","CHEMBL1641598","Inhibition of human recombinant AChE","Bioorg. Med. Chem. Lett.",2011,472.31,3.95
"CHEMBL345241","CC1CCN(CC2CCCCC2)CC1","IC50","'='",8.9,"nM",8.05,"CHEMBL220","Acetylcholinesterase","CHEMBL1126158","Inhibition of acetylcholinesterase activity","J. Med. Chem.",1992,195.35,3.3
"CHEMBL156659","Oc1nc2ccccc2n1CCNCc3oc(CN4CCCCC4)cc3","IC50","'='",1200,"nM",5.92,"CHEMBL220","Acetylcholinesterase","CHEMBL1126972","Inhibition of guinea pig acetylcholinesterase","J. Med. Chem.",1993,354.45,3.11
"CHEMBL556939","C[C@]1(CO)CCC[C@@]2(C)[C@@H]3CC[C@@H]4C[C@@]3([C@@H](O)C[C@@H]12)[C@H]5O[C@@]45C","IC50","'='",14500,"nM",4.84,"CHEMBL220","Acetylcholinesterase","CHEMBL1152325","Inhibition of AChE by spectrophotometry","J. Nat. Prod.",2009,320.47,3.13
"CHEMBL2323352","COc1ccc(\C=N\NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1","IC50","'='",88500,"nM",4.05,"CHEMBL220","Acetylcholinesterase","CHEMBL2321855","Inhibition of human recombinant AChE measured for 1 min by Ellman's method","Bioorg. Med. Chem. Lett.",2013,366.47,1.96
"CHEMBL470907","CCN(Cc1ccccc1)Cc2ccc(cc2)C(=O)c3ccc(OC)c(OC)c3","IC50","'='",570,"nM",6.24,"CHEMBL220","Acetylcholinesterase","CHEMBL1138541","Inhibition of human recombinant AChE by Ellman's method","Eur. J. Med. Chem.",2009,389.5,4.96
"CHEMBL24686","COc1cc(cc(OC)c1OC)C2=CC3=C(C[C@@]4(O)[C@@](C)(CC[C@@]5(O)C(C)(C)C=CC(=O)[C@]45C)O3)C(=O)O2","IC50","'='",6,"nM",8.22,"CHEMBL220","Acetylcholinesterase","CHEMBL1770076","Inhibition of AChE-induced amyloid beta aggregation","Bioorg. Med. Chem. Lett.",2011,526.58,3.45
"CHEMBL1084210","C(Nc1ccnc(n1)N2CCCC2)c3cccc4ccccc34","IC50","'='",5500,"nM",5.26,"CHEMBL220","Acetylcholinesterase","CHEMBL1764969","Inhibition of human AChE incubated with compounf for 5 mins before addition of substrate acetylthiocholine iodide by Ellman's method","Bioorg. Med. Chem.",2011,304.4,3.84
"CHEMBL1082980","CN1CCN(CC1)c2nccc(NCCc3ccccc3)n2","IC50","'='",20400,"nM",4.69,"CHEMBL220","Acetylcholinesterase","CHEMBL1764969","Inhibition of human AChE incubated with compounf for 5 mins before addition of substrate acetylthiocholine iodide by Ellman's method","Bioorg. Med. Chem.",2011,297.41,1.88
"CHEMBL1082978","C(Cc1ccccc1)Nc2ccnc(n2)N3CCCC3","IC50","'='",9800,"nM",5.01,"CHEMBL220","Acetylcholinesterase","CHEMBL1764969","Inhibition of human AChE incubated with compounf for 5 mins before addition of substrate acetylthiocholine iodide by Ellman's method","Bioorg. Med. Chem.",2011,268.36,2.73
"CHEMBL2234838","CCOC(=O)C1=C(C)Oc2nc3CCCCc3c(N)c2[C@H]1c4ccc(OC)c(OC)c4","IC50","'='",4570.88,"nM",5.34,"CHEMBL220","Acetylcholinesterase","CHEMBL3045165","Inhibition of AChE (unknown origin) using acetylthiocholine chloride as substrate after 15 min by Ellman's method","Med Chem Res",2012,424.5,3.92
"CHEMBL125278","NC(=O)O","IC50","'='",67000,"nM",4.17,"CHEMBL220","Acetylcholinesterase","CHEMBL1132386","Enzyme inhibitory activity towards Acetylcholinesterase","J. Med. Chem.",1999,61.04,-0.38
"CHEMBL422338","COc1cccc2C(=O)C(C)Cc12","IC50","'='",12.02,"nM",7.92,"CHEMBL220","Acetylcholinesterase","CHEMBL1126157","Inhibition of acetylcholinesterase.","J. Med. Chem.",1992,176.22,2.07
"CHEMBL1761991","C(C[n+]1cccc2ccccc12)C[n+]3cccc4ccccc34","IC50","'='",9000,"nM",5.05,"CHEMBL220","Acetylcholinesterase","CHEMBL1759923","Inhibition of human erythrocyte recombinant AChE by modified Ellman's method","Bioorg. Med. Chem. Lett.",2011,460.21,3.66
"CHEMBL2019040","COc1cc2OC(=CC(=O)c2cc1OC)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35","IC50","'='",1.8,"nM",8.74,"CHEMBL220","Acetylcholinesterase","CHEMBL2016543","Inhibition of human erythrocytes AChE by Ellman's method","J. Med. Chem.",2012,622.21,7.2
"CHEMBL2019037","COc1cc(OC)c2C(=O)C=C(Oc2c1)C(=O)NCCCCCCCCCCNc3c4CCCCc4nc5ccccc35","IC50","'='",2.3,"nM",8.64,"CHEMBL220","Acetylcholinesterase","CHEMBL2016543","Inhibition of human erythrocytes AChE by Ellman's method","J. Med. Chem.",2012,622.21,7.2
"CHEMBL347749","CC#CCCOC[n+]1ccn(C)c1\C=N\O","IC50","'='",76800,"nM",4.12,"CHEMBL220","Acetylcholinesterase","CHEMBL1124682","Reversible inhibition of acetylcholinesterase (AChE) by 50 % in human erythrocytes ","J. Med. Chem.",1989,257.72,0.51
"CHEMBL148832","Cn1cc[n+](COCC#C)c1\C=N\O","IC50","'='",21800,"nM",4.66,"CHEMBL220","Acetylcholinesterase","CHEMBL1124682","Reversible inhibition of acetylcholinesterase (AChE) by 50 % in human erythrocytes ","J. Med. Chem.",1989,229.67,-0.27
"CHEMBL1651132","Fc1cccc(CN2CCC(CCC(=O)c3cc4CCC(=O)n5ccc(c3)c45)CC2)c1","IC50","'='",1.288,"nM",8.89,"CHEMBL220","Acetylcholinesterase","CHEMBL1649350","Inhibition of human acetylcholinesterase","Eur. J. Med. Chem.",2011,418.51,5.24
"CHEMBL1651133","Clc1ccccc1CN2CCC(CCC(=O)c3cc4CCC(=O)n5ccc(c3)c45)CC2","IC50","'='",5.129,"nM",8.29,"CHEMBL220","Acetylcholinesterase","CHEMBL1649350","Inhibition of human acetylcholinesterase","Eur. J. Med. Chem.",2011,434.97,5.76
"CHEMBL1766016","CC(=O)N1CCN(CC1)c2nccc(NCc3ccccc3)n2","IC50","'='",16600,"nM",4.78,"CHEMBL220","Acetylcholinesterase","CHEMBL1764969","Inhibition of human AChE incubated with compounf for 5 mins before addition of substrate acetylthiocholine iodide by Ellman's method","Bioorg. Med. Chem.",2011,311.39,1.76
"CHEMBL1085780","C(Nc1ccnc(n1)N2CCCC2)c3ccccc3","IC50","'='",8700,"nM",5.06,"CHEMBL220","Acetylcholinesterase","CHEMBL1764969","Inhibition of human AChE incubated with compounf for 5 mins before addition of substrate acetylthiocholine iodide by Ellman's method","Bioorg. Med. Chem.",2011,254.34,2.69
"CHEMBL368196","Nc1c2C3CCC(C3)c2nc4cccc(Cl)c14","IC50","'='",42.2,"nM",7.38,"CHEMBL220","Acetylcholinesterase","CHEMBL1126447","Inhibition of acetylcholinesterase (AChE) of human red blood cell (type XIII) by modified radiometric AChE assay","Bioorg. Med. Chem. Lett.",1992,244.72,3.84
"CHEMBL157182","CNC(=O)Oc1cc2c3CC\C(=N\C)\c3n(C)c2cc1Cl","IC50","'='",670,"nM",6.17,"CHEMBL220","Acetylcholinesterase","CHEMBL1151505","Inhibition of acetylcholinesterase.","Bioorg. Med. Chem. Lett.",1996,305.76,2.92
"CHEMBL313234","COc1cc2CC(C(O)C3CC[N+](Cc4ccccc4)(Cc5ccccc5)CC3)C(=O)c2cc1OC","EC50","'='",43500,"nM",4.36,"CHEMBL220","Acetylcholinesterase","CHEMBL1135324","In vitro reversal of vecuronium-induced neuromuscular block in guinea pig hemi-diaphragm.","Bioorg. Med. Chem. Lett.",2002,486.63,5.05
"CHEMBL75013","O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4CCCCNc4c3","EC50","'='",1140,"nM",5.94,"CHEMBL220","Acetylcholinesterase","CHEMBL1135324","In vitro reversal of vecuronium-induced neuromuscular block in guinea pig hemi-diaphragm.","Bioorg. Med. Chem. Lett.",2002,376.54,5.31
"CHEMBL58511","COc1ccc(cc1OC)C(=O)COc2ccc(cc2)[N+](C)(C)CC=C","IC50","'='",10000,"nM",5,"CHEMBL220","Acetylcholinesterase","CHEMBL1135872","In vitro inhibitory activity against human recombinant AChE","Bioorg. Med. Chem. Lett.",2002,436.35,3.72
"CHEMBL126939","C(N1CCC(CC1)\C=C\c2noc3ccccc23)c4ccccc4","IC50","'='",208.93,"nM",6.68,"CHEMBL220","Acetylcholinesterase","CHEMBL1649350","Inhibition of human acetylcholinesterase","Eur. J. Med. Chem.",2011,318.42,4.75
"CHEMBL329531","C(Cc1ncnc2ccccc12)C3CCN(Cc4ccccc4)CC3","IC50","'='",338.84,"nM",6.47,"CHEMBL220","Acetylcholinesterase","CHEMBL1649350","Inhibition of human acetylcholinesterase","Eur. J. Med. Chem.",2011,331.46,4.47
"CHEMBL93241","C(CC1CCN(Cc2ccccc2)CC1)Cc3noc4ccccc34","IC50","'='",891.25,"nM",6.05,"CHEMBL220","Acetylcholinesterase","CHEMBL1649350","Inhibition of human acetylcholinesterase","Eur. J. Med. Chem.",2011,334.46,5.06
"CHEMBL220141","COc1cc(CCC(=O)NCCC(=O)NNc2c3CCCCc3nc4ccccc24)cc(OC)c1OC","IC50","'='",135,"nM",6.87,"CHEMBL220","Acetylcholinesterase","CHEMBL1138205","Inhibition of human AChE","J. Med. Chem.",2006,506.6,3.72
"CHEMBL207931","COc1ccc(cc1OC)C(O)c2nccc3cc(OC)c(OC)cc23","IC50","'='",10730,"nM",4.97,"CHEMBL220","Acetylcholinesterase","CHEMBL1146949","Inhibition of AChE activity","Bioorg. Med. Chem. Lett.",2006,355.39,3.35
"CHEMBL3356538","COc1ccc2nc3CCCCc3c(NCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1","IC50","'='",651,"nM",6.19,"CHEMBL220","Acetylcholinesterase","CHEMBL3351527","Inhibition of human recombinant AChE after 5 mins by Ellman method","J. Med. Chem.",2014,443.5,3.79
"CHEMBL3356540","COc1ccc2nc3CCCCc3c(NCCNC4=C(Cl)C(=O)c5ccccc5C4=O)c2c1","IC50","'='",1370,"nM",5.86,"CHEMBL220","Acetylcholinesterase","CHEMBL3351527","Inhibition of human recombinant AChE after 5 mins by Ellman method","J. Med. Chem.",2014,461.95,4.65
"CHEMBL3356531","O=C1C=C(NCCCNc2c3CCCCc3nc4ccccc24)C(=O)c5ccccc15","IC50","'='",53.7,"nM",7.27,"CHEMBL220","Acetylcholinesterase","CHEMBL3351527","Inhibition of human recombinant AChE after 5 mins by Ellman method","J. Med. Chem.",2014,411.51,4.47
"CHEMBL3356533","Clc1ccc2c(NCCCNC3=CC(=O)c4ccccc4C3=O)c5CCCCc5nc2c1","IC50","'='",5.4,"nM",8.27,"CHEMBL220","Acetylcholinesterase","CHEMBL3351527","Inhibition of human recombinant AChE after 5 mins by Ellman method","J. Med. Chem.",2014,445.95,5.12
"CHEMBL3323059","O=C1N2CCCCC2=Nc3ccc(OCCCN4CCCCC4)cc13","IC50","'='",224.91,"nM",6.65,"CHEMBL220","Acetylcholinesterase","CHEMBL3352376","Inhibition of human AChE","Bioorg. Med. Chem.",2014,341.46,2.99
"CHEMBL3323046","O=C1N2CCCc3ccccc3C2=Nc4ccc(OCCCN5CCCCC5)cc14","IC50","'='",534.56,"nM",6.27,"CHEMBL220","Acetylcholinesterase","CHEMBL3352376","Inhibition of human AChE","Bioorg. Med. Chem.",2014,403.53,4.26
"CHEMBL3323056","CCN(CC)CCCOc1ccc2N=C3CCCN3C(=O)c2c1","IC50","'='",1200,"nM",5.92,"CHEMBL220","Acetylcholinesterase","CHEMBL3352376","Inhibition of human AChE","Bioorg. Med. Chem.",2014,315.42,2.45
"CHEMBL74257","CNC(=O)Oc1ccc2N(C)[C@H]3N(Cc4ccccc4)CC[C@@]3(C)c2c1","IC50","'='",330,"nM",6.48,"CHEMBL220","Acetylcholinesterase","CHEMBL1124889","Inhibitory activity against Acetylcholinesterase in erythrocyte","J. Med. Chem.",1990,351.45,3.34
"CHEMBL305670","CNC(=O)Oc1ccc2N(C)[C@H]3NCC[C@@]3(C)c2c1","IC50","'='",23,"nM",7.64,"CHEMBL220","Acetylcholinesterase","CHEMBL1124889","Inhibitory activity against Acetylcholinesterase in cortex","J. Med. Chem.",1990,261.32,1.43
"CHEMBL181216","COc1cc2CC(Oc3cccc(CN4CCCCC4)c3)C(=O)c2cc1OC","Ki","'='",266.41,"nM",6.57,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,381.47,3.88
"CHEMBL590298","NC(=O)N1c2ccccc2Sc3ccccc13","Ki","'='",89300,"nM",4.05,"CHEMBL220","Acetylcholinesterase","CHEMBL1157634","Inhibition of human recombinant AChE by modified Ellman's spectrophotometric method","Bioorg. Med. Chem.",2010,242.3,3.37
"CHEMBL1204296","CCC1=CC(=NCCC2CCN(Cc3ccccc3)CC2)NN=C1c4ccccc4","IC50","'='",66,"nM",7.18,"CHEMBL220","Acetylcholinesterase","CHEMBL1134774","In vitro inhibition of acetylcholinesterase from human erythrocytes","J. Med. Chem.",2001,491.51,4.84
"CHEMBL103959","CCc1ccc(SC(=O)OCC[N+](C)(C)C)cc1","IC50","'='",50000,"nM",4.3,"CHEMBL220","Acetylcholinesterase","CHEMBL1130148","Inhibition of Acetylcholinesterase activity from octopus brain","J. Med. Chem.",1997,303.86,3.18
"CHEMBL103153","CCc1ccccc1SC(=O)OCC[N+](C)(C)C","IC50","'='",50000,"nM",4.3,"CHEMBL220","Acetylcholinesterase","CHEMBL1130148","Inhibition of Acetylcholinesterase from human red blood cells","J. Med. Chem.",1997,303.86,3.18
"CHEMBL2234517","CC1(C)CC(=O)C2=C(C1)Oc3nc4CCCCc4c(N)c3[C@H]2c5ccc(F)cc5","IC50","'='",69183.1,"nM",4.16,"CHEMBL220","Acetylcholinesterase","CHEMBL3045165","Inhibition of AChE (unknown origin) using acetylthiocholine chloride as substrate after 15 min by Ellman's method","Med Chem Res",2012,392.47,4.85
"CHEMBL2297979","FC(F)(F)c1ccc(NC(=O)CN2CCN(Cc3ccccc3)CC2)c(Cl)c1","Ki","'='",47.34,"nM",7.33,"CHEMBL220","Acetylcholinesterase","CHEMBL3046949","Binding affinity to acetylcholinesterase (unknown origin)","Med Chem Res",2013,411.86,4.12
"CHEMBL132619","Cc1cccc2nc3OCCCc3c(N)c12","IC50","'='",150,"nM",6.82,"CHEMBL220","Acetylcholinesterase","CHEMBL1126001","In vitro inhibition of acetylcholinesterase isolated from human erythrocytes.","Bioorg. Med. Chem. Lett.",1991,214.27,2.45
"CHEMBL13522","CN(C)Cc1oc(CSCc2oc(CN(C)C)cc2)cc1","IC50","'='",44000,"nM",4.36,"CHEMBL220","Acetylcholinesterase","CHEMBL1125408","Inhibition of human acetylcholinesterase-I","J. Med. Chem.",1992,308.45,3.43
"CHEMBL393212","CC[C@H](C)C1=N[C@H]2CC=C3C[C@@H]4[C@@H](CC[C@H]3[C@]2(C)CO1)[C@]5(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]5(C)CC4=O","IC50","'='",265,"nM",6.58,"CHEMBL220","Acetylcholinesterase","CHEMBL1137550","Inhibition of human recombinant AChE by Ellman's method","J. Med. Chem.",2007,498.75,5.52
"CHEMBL133441","Nc1c2CCCOc2nc3ncccc13","IC50","'='",6262,"nM",5.2,"CHEMBL220","Acetylcholinesterase","CHEMBL1126001","In vitro inhibition of acetylcholinesterase isolated from human erythrocytes.","Bioorg. Med. Chem. Lett.",1991,201.23,1.54
"CHEMBL376327","C[C@@H]1C[C@H]2CC(=O)[C@H]3C[C@H](O)CN4CC[C@@H](O)C23C4=C1","IC50","'='",27900,"nM",4.55,"CHEMBL220","Acetylcholinesterase","CHEMBL1143694","Inhibition of AChE by Ellman method","J. Nat. Prod.",2007,277.36,0.93
"CHEMBL542016","CCN(C)C(=O)Oc1cccc2C(CCc12)N(C)CC#C","IC50","'='",14900,"nM",4.83,"CHEMBL220","Acetylcholinesterase","CHEMBL1135657","In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 12.0-19.1","J. Med. Chem.",2002,322.84,2.69
"CHEMBL12781","CN(C)Cc1oc(CSCc2ccc(cc2)c3ccc(CSCc4oc(CN(C)C)cc4)cc3)cc1","IC50","'='",180,"nM",6.75,"CHEMBL220","Acetylcholinesterase","CHEMBL1125408","Inhibition of human acetylcholinesterase-I","J. Med. Chem.",1992,520.76,7.53
"CHEMBL71994","CCN(CC)CCS\C(=N/O)\c1onc(Cc2ccccc2)n1","IC50","'='",30000,"nM",4.52,"CHEMBL220","Acetylcholinesterase","CHEMBL1123262","Reactivation of human acetylcholinesterase","J. Med. Chem.",1986,334.44,2.87
"CHEMBL151125","CC(Cc1cccc(OC(=O)N(C)C2CCCCC2)c1)N(C)CC#C","IC50","'='",8670,"nM",5.06,"CHEMBL220","Acetylcholinesterase","CHEMBL1135657","In vitro inhibitory concentration against purified Acetylcholinesterase of human erythrocytes; value ranges from 3.69-33.1","J. Med. Chem.",2002,342.48,3.95
